name,batch,industry,region,one_liner,website,status,team_size
Pulse,S24,"B2B, Infrastructure",,Production-grade unstructured document extraction,https://www.runpulse.com/,Active,12
AutoPallet Robotics,S24,"Industrials, Manufacturing and Robotics",,We make robots that move boxes in warehouses,https://autopallet.bot,Active,6
Stormy AI,S25,"B2B, Marketing",,Al platform that makes social marketing as easy as running a Google…,https://stormy.ai,Active,5
Dench.com,S24,"B2B, Productivity",,AI Workforce that does it all,https://dench.com,Active,4
AminoAnalytica,S24,"Healthcare, Industrial Bio",,The AI-Native Operating System for Protein Engineering,https://www.aminoanalytica.com,Active,2
Gauge,S24,"B2B, Marketing",,Get your product featured in AI answers.,https://withgauge.com,Active,4
Weave Robotics,S24,"Industrials, Manufacturing and Robotics",,Personal robots for the home--that ship in 2025,https://www.weaverobots.com,Active,10
Tandem,S24,"B2B, Office Management",,AI-native office leasing agent,https://tandem.space/,Active,22
Kenley,S24,"B2B, Productivity",,AI Agents for Advisory & Financial Services.,https://kenley.ai/,Active,6
Tivara,S24,Healthcare,,The AI workforce for medical groups,https://tivara.com,Active,2
camfer,S24,"B2B, Engineering, Product and Design",,Building the world’s first AI mechanical engineer.,https://www.camfer.dev/,Active,4
MinusX,S24,"B2B, Analytics",,AI Data Scientist for Jupyter and Metabase,https://minusx.ai,Active,2
Lore,S24,B2B,,Transform your iMessage conversations into shareable stories,https://joinlore.app/,Active,2
Parahelp,S24,"B2B, Operations",,"The AI agent that resolves complex support tickets, effortlessly",https://parahelp.com/,Active,7
CodeViz,S24,"B2B, Productivity",,One living model of your software architecture,https://www.codeviz.ai/,Active,2
RunLocal AI,S24,"B2B, Engineering, Product and Design",,The first AI agent for optimizing ML model inference on edge hardware,https://runlocal.ai,Active,3
Ares Industries,S24,"Industrials, Aviation and Space",,Building low-cost cruise missiles,https://aresindustries.com,Active,2
Dodo,S24,"Healthcare, Healthcare IT",,AI Employees for Specialty Clinics,https://www.dodo.health/,Active,3
Lucible,S24,"B2B, Operations",,Combined checking and investment account,https://luciblefi.com,Active,2
Elevate,S24,B2B,,Automated AI data integrations for roll-ups,https://www.useelevate.dev/,Active,3
Offstream,S24,B2B,,Vanta for carbon compliance,https://www.useoffstream.com/,Active,7
Storia AI,S24,"B2B, Engineering, Product and Design",,Open source AI copilot that knows your company's code and its context,https://storia.ai,Active,2
"DeepSim, Inc.",S24,"B2B, Engineering, Product and Design",,An AI physics simulator for AI chip design,https://www.deepsim.io,Active,4
Scape,S24,"B2B, Productivity",,AI-native CRM that captures all your conversations,https://scape.app,Active,2
Zuni,S24,"B2B, Productivity",,AI Assistant that works alongside you in your Chrome browser,https://zuni.app,Active,2
Proxis,S24,B2B,,"The platform for enterprise AI agent automations, starting with email.",https://www.proxis.ai/,Active,3
Rewbi,S24,"Industrials, Energy",,Rewbi uses AI to increase grid-connected battery storage revenue 2x,https://www.rewbi.com/,Active,2
Willow,X25,Consumer,,The voice interface replacing your keyboard,https://willowvoice.com/,Active,6
Cloudglue,S24,B2B,,Developer APIs to let your AI/LLM understand videos and audio.,https://cloudglue.dev,Active,3
NetworkOcean,S24,"Industrials, Climate",,We build and operate underwater data centers.,https://networkocean.io/,Active,4
Atum Works,X25,"Industrials, Manufacturing and Robotics",,Gigascale Nanomanufacturing,https://atum.works/,Active,3
Silurian,S24,"Industrials, Climate",,"Foundation models to simulate Earth, starting with weather.",https://silurian.ai/,Active,6
Hyrex,S24,"B2B, Engineering, Product and Design",,The COLD Task Framework,https://www.hyrex.io,Active,3
Unbound,S24,"B2B, Security",,Use AI tools without fear of data leakage,https://getunbound.ai/,Active,7
RetroFix,S24,B2B,,Automate any workflow using plain english,https://www.retrofix.ai/,Active,2
Azalea Robotics Corporation,S24,"Industrials, Manufacturing and Robotics",,Automating airport baggage handling with robots.,https://azalearobotics.com/,Active,2
Leeroo,X25,B2B,,Organizational Superintelligence,https://www.leeroo.com/,Active,3
Decisional AI,S24,B2B,,Autonomous AI agents for spreadsheet based operations,https://www.decisional.com/,Active,3
Stardrift,S24,"Consumer, Travel, Leisure and Tourism",,AI travel search for frequent flyers,https://stardrift.ai,Active,2
ideate.xyz,S24,"B2B, Engineering, Product and Design",,ideate.xyz is an AI-powered 3D art suite on the web,https://ideate.xyz,Active,2
FirstWork,S24,"B2B, Human Resources",,Rippling for seasonal workers,https://firstwork.com,Active,9
Sorcerer,S24,"Industrials, Climate",,Building a nervous system for the atmosphere,https://sorcerer.earth,Active,4
Wordware,S24,"B2B, Infrastructure",,AI agents you can rely on,https://wordware.ai/,Active,15
Maitai,S24,"B2B, Engineering, Product and Design",,"Reliable, self-improving enterprise AI",https://trymaitai.com,Active,6
Corgi Insurance,S24,"Fintech, Insurance",,Corgi is building an AI financial infrastructure company,https://corgi.insure,Active,70
Phonely,S24,B2B,,AI call centers,https://phonely.ai,Active,10
VideoGen,S24,B2B,,AI that can create and edit professional videos,https://videogen.io,Active,5
Sage,S24,"Healthcare, Healthcare IT",,Automating home care agency operations with AI,https://sagecare.ai,Active,4
Stack Auth,S24,"B2B, Engineering, Product and Design",,The open-source Auth0 alternative,https://stack-auth.com,Active,6
Invaria,S24,"B2B, Engineering, Product and Design",,The next generation logging and observability platform,https://invaria.com,Active,3
Tabula,S24,"B2B, Finance and Accounting",,AI Copilot for SMEs & their accountants in Europe,https://www.tabula.de,Active,5
Callback,S24,"B2B, Operations",,AI-native business process outsourcing,https://getcallback.ai,Active,2
Flyflow,S24,"B2B, Sales",,The easiest way to find high-quality sales leads,https://flyflow.ai,Active,2
Bayesline,S24,"Fintech, Asset Management",,Highly customizable and blazingly fast analytics for asset managers.,https://bayesline.com,Active,2
DigitalCarbon,S24,B2B,,Transform Images And Videos Into Immersive 3D With AI,https://www.digitalcarbon.ai,Active,
Random Labs,S24,"B2B, Engineering, Product and Design",,Random labs is building long running autonomous coding agents.,https://randomlabs.ai,Active,
Unsloth AI,S24,"B2B, Engineering, Product and Design",,Open-Source Reinforcement Learning (RL) & Fine-tuning for LLMs.,https://unsloth.ai/,Active,8
Codes Health,S24,B2B,,Medical Record Retrieval with Zero Human Error,https://www.getcodeshealth.com/,Active,12
Entangl,S24,"B2B, Engineering, Product and Design",,Find & resolve issues in data center engineering & operations using AI,https://www.entangl.com/,Active,7
ClaimSorted,S24,"Fintech, Insurance",,Making it easy for insurance companies to process claims,https://claimsorted.com,Active,20
mdhub,S24,Healthcare,,"AI workers for healthcare clinics, starting with behavioral health",https://www.mdhub.ai/,Active,11
Hamming AI,S24,"B2B, Engineering, Product and Design",,Complete QA platform for voice agents,https://hamming.ai/,Active,8
Pre,S24,"B2B, Operations",,The AI accountability agent for startup founders,https://buildwithpre.com,Active,2
ProhostAI,S24,B2B,,AI Property Manager for Airbnb & Short-Term Rental Hosts,https://www.prohost.ai/,Active,5
Educato,S24,Education,,Worldwide exam-prep platform,https://www.educato.com/,Active,5
Spaceium Inc,S24,"Industrials, Aviation and Space",,In-Space Refueling,https://spaceium.com,Active,
Comfy Deploy,S24,"B2B, Engineering, Product and Design",,ComfyUI for everyone on your team,https://comfydeploy.com,Active,3
Synnax,S24,"B2B, Infrastructure",,Unified Hardware Control and Data Processing Software,https://www.synnaxlabs.com/,Active,5
Theseus,S24,"Industrials, Drones",,GPS Denied Navigation for Drones,https://theseus.us,Active,3
Saphira AI,S24,"B2B, Engineering, Product and Design",,Vanta for Hardware,https://saphira.ai,Active,6
Glasskube,S24,"B2B, Infrastructure",,"Software Distribution Platform for On-Prem, Kubernetes, Docker & BYOC",https://distr.sh/,Active,5
Mem0,S24,"B2B, Infrastructure",,The Memory layer for your AI apps,https://mem0.ai,Active,4
Cheers,S24,B2B,,Win local search on ChatGPT & other LLMs,https://www.cheers.tech,Active,2
Understood Care,S24,Healthcare,,Healthcare personal assistants for Medicare patients.,https://understoodcare.com,Active,7
Variant,F24,"B2B, Engineering, Product and Design",,Creative intelligence,https://variant.com,Active,5
Doublezero,S24,"B2B, Engineering, Product and Design",,"Platform to build, use, and monetize fully autonomous agents",https://doublezero.tech,Active,2
Superunit,S24,"B2B, Operations",,"Faster, more profitable background checks with AI",http://superunit.ai,Active,2
Undermind,S24,B2B,,An AI agent for scientific research,https://www.undermind.ai,Active,
Domu Technology Inc.,S24,"B2B, Engineering, Product and Design",,AI Agents for collections,https://www.domu.ai/,Active,15
Apten,S24,"B2B, Marketing",,"Omnichannel AI agents that engage leads across SMS, voice, and email",https://www.apten.ai/,Active,3
Spherecast,S24,"B2B, Supply Chain and Logistics",,AI Supply Chain Manager for CPG,https://www.spherecast.ai/,Active,7
Miru,S24,"B2B, Infrastructure",,Config Management for Robotics,https://www.miruml.com,Active,3
Roger,S24,"B2B, Sales",,Roger is an AI SDR that automates outbound sales and follows up 24/7.,https://hireroger.com,Active,2
Abel Police,S24,Government,,Automating police paperwork,http://abelpolice.com,Active,5
Ultra,S24,"Industrials, Manufacturing and Robotics",,"Practical, general-purpose robots for repetitive industrial tasks",https://ultra.tech,Active,4
Indemni,W24,"B2B, Supply Chain and Logistics",,Cargo Theft and Fraud Prevention Platform,http://www.indemni.com,Active,7
Ångström AI,S24,"Healthcare, Drug Discovery and Delivery",,Gen AI molecular simulations that reproduce wetlab results,https://www.angstrom-ai.com,Active,5
ParcelBio,W24,"Healthcare, Therapeutics",,Next-generation mRNA medicines,https://parcelbio.com/,Active,5
Coval,S24,"B2B, Engineering, Product and Design",,Simulation & Evaluation for Voice and Chat Agents,https://coval.dev,Active,5
K-Scale Labs,W24,"Consumer, Consumer Electronics",,Open-source humanoid robots,https://kscale.dev/,Active,10
Marr Labs,W24,B2B,,AI-voice agents that are indistinguishable from humans.,https://www.marrlabs.com/,Active,9
Forge Rewards,W24,B2B,,Starbucks app for restaurants,https://www.joinforge.app/,Active,2
Dropback,W24,Fintech,,The front office software suite for college sports,https://www.dropback.com,Active,2
RetailReady,W24,"B2B, Supply Chain and Logistics",,An AI-powered supply chain compliance engine,https://www.retailreadyai.com/,Active,12
Same,W24,"Consumer, Content",,Build products without coding,https://same.new,Active,5
NowHouse,W24,Fintech,,NowHouse helps stock brokerages settle trades instantly.,https://www.nowhouse.io,Active,
GetCrux,W24,"B2B, Analytics",,AI Creative Strategist,http://getcrux.ai/,Active,9
Reprompt,W24,"B2B, Engineering, Product and Design",,AI Agents for Location,https://repromptai.com,Active,3
InspectMind AI,W24,"Real Estate and Construction, Construction",,AI agent for construction drawings review,https://www.inspectmind.ai,Active,3
Yarn,W24,B2B,,Make sales and marketing videos with AI.,https://www.yarn.so,Active,6
Blacksmith,W24,"B2B, Infrastructure",,The fastest way to run your GitHub Actions,https://blacksmith.sh/,Active,3
CrowdVolt,W24,Consumer,,The integration layer for live events infrastructure,https://crowdvolt.com/,Active,8
kater.ai,W24,"B2B, Analytics",,Deliver complete data analysis from a single question,https://www.kater.ai,Active,3
Mathos,W24,Education,,Ultimate AI Math Problem Solver to Revolutionize Personalized Learning,https://info.mathos.ai/,Active,5
Tower,W24,"B2B, Legal",,M&A due diligence platform powered by AI,https://withtower.com,Active,2
Quivr,W24,"B2B, Productivity",,AI-powered auto-resolutions and reply suggestions for customer…,https://www.quivr.app/,Active,5
Dragoneye,W24,"B2B, Engineering, Product and Design",,Custom video detection models in less than 5 minutes,https://dragoneye.ai/,Active,2
renderlet,W24,"B2B, Engineering, Product and Design",,Build interactive applications that run anywhere,http://renderlet.com,Active,2
Latted,W24,"B2B, Engineering, Product and Design",,A Unified Editor For AI Video,https://latted.com,Active,2
The New Money Company,W24,"Fintech, Payments",,Invoicing that pays you even if your buyer doesn’t,https://newmoneycompany.com,Active,4
Forge,W24,"B2B, Supply Chain and Logistics",,Getting companies refunds on tariffs & duties,https://www.forgehq.com/,Active,3
Integuru,W24,"B2B, Engineering, Product and Design",,Integrate with any website via network requests,https://www.integuru.ai,Active,4
VoxOps AI,W24,B2B,,Voice AI for Automotive,https://www.voxopsai.com/,Active,6
Granza Bio,W24,"Healthcare, Therapeutics",,Reprogramming Immunity for Target-Specific Medicines,https://www.granzabio.com/,Active,7
Haplotype Labs,W24,"Healthcare, Diagnostics",,Personalized prevention using genetics and AI,https://www.haplotypelabs.com/,Active,1
Healia,W24,"Fintech, Insurance",,Modern health insurance for dual income families,https://www.healiahealth.com/,Active,15
TrueClaim,W24,Healthcare,,"Transparent, AI-powered healthcare TPA.",https://www.trytrueclaim.com,Active,8
CoCrafter,W24,"Real Estate and Construction, Construction",,B2B construction marketplace to match contractors and subcontractors.,https://cocrafter.com/,Active,9
Reform,W24,"B2B, Supply Chain and Logistics",,Workflow automation. Built for logistics.,https://www.reformhq.com,Active,10
Piramidal,W24,Healthcare,,Foundation Model for the Brain,https://piramidal.ai,Active,10
Junction Bioscience,W24,"Healthcare, Therapeutics",,AI Hypothesis Engine for Molecular Discovery,https://www.junction.bio/,Active,1
Evolvere BioSciences,S24,"Healthcare, Therapeutics",,Making Next-Generation Antibiotics that Outpace Bacterial Evolution,https://www.evolverebiosciences.com/,Active,3
Spur,S24,"B2B, Engineering, Product and Design",,Spur is your AI QA Engineer. Test your websites with natural language.,https://www.spurtest.com/,Active,8
OddsView,W24,Consumer,,The Bloomberg Terminal of Sports Betting,https://oddsview.com,Active,5
Silogy,W24,"B2B, Engineering, Product and Design",,An AI-powered test and debug platform for chip developers,https://silogy.io,Active,3
Senso,W24,B2B,,Control what AI says about you,http://www.senso.ai,Active,8
Eris Biotech,W24,"Healthcare, Therapeutics",,Our drugs engage the immune system to fight tumors,http://www.erisbio.com,Active,2
Powder,W24,"Fintech, Asset Management",,AI Agents for precise document analysis,https://www.powderfi.com/,Active,6
OpenFoundry,W24,"B2B, Engineering, Product and Design",,The fastest developer experience for building on open source AI.,https://www.openfoundry.ai/,Active,2
Polar,W24,"Fintech, Consumer Finance",,The smarter way to manage USD earnings globally,https://www.polarfi.com,Active,2
Arcane,W24,"Consumer, Gaming",,AI powered games,https://www.rohanmehta.com/,Active,2
Penciled,W24,"Healthcare, Healthcare IT",,AI front office assistant for physical therapy,https://penciled.com,Active,2
Magic Hour,W24,"Consumer, Content",,Platform for AI video generation.,https://magichour.ai,Active,2
Ryse,W24,B2B,,The secondary market for real estate leases,https://www.rysemarket.com/,Active,13
Lumona,W24,Consumer,,AI-enabled search engine featuring insights from social media.,https://www.lumona.ai,Active,1
Datacurve,W24,B2B,,Frontier coding data for training and evaluating LLMs,https://datacurve.ai/,Active,4
Marblism,W24,"B2B, Engineering, Product and Design",,AI Employees who love overtime,https://marblism.com,Active,5
CommodityAI,W24,"B2B, Operations",,AI that automates commodity operations,https://commodityai.io/,Active,6
Veles,W24,"B2B, Sales",,The Sales Calculator,http://www.getveles.com,Active,5
Miden,W24,Fintech,,Card issuer processor and banking stack for businesses in Sub-…,http://www.miden.co,Active,19
Fluently,W24,Consumer,,Your personal English tutor,https://getfluently.app/,Active,2
Basepilot,W24,"B2B, Productivity",,"AI coworkers to automate browser work, in minutes.",https://www.basepilot.com/,Active,2
Aqua Voice,W24,Consumer,,Frontier Voice Input - write 4x faster than typing.,https://aquavoice.com,Active,5
Fileforge,W24,"B2B, Engineering, Product and Design",,API For PDF Document Workflows,https://www.fileforge.com/,Active,3
xPay,W24,"Fintech, Payments",,"International Billing Ops, Sales Tax and Payments for SaaS businesses",https://www.xpaycheckout.com/,Active,3
Deepnight,W24,"Industrials, Defense",,Building The Next Generation of Night Vision Devices,https://www.deepnight.ai/,Active,12
Vista Power,W24,"Industrials, Energy",,Batteries and solar for $0 upfront to help businesses save money,https://vistapower.com,Active,3
Adapted,W24,Consumer,,Helping athletes stay durable,https://adapted.app,Active,2
Ocular AI,W24,B2B,,"AI-Native Data Engine for LLMs, Computer Vision, & Enterprise AI",https://useocular.com,Active,6
Retell AI,W24,"B2B, Infrastructure",,Supercharge Your Contact Center Operations with AI Phone Agents,https://retellai.com,Active,24
Rove,W24,"Consumer, Travel, Leisure and Tourism",,Travel the world for free.,http://rovecard.com,Active,4
camelAI,W24,"B2B, Engineering, Product and Design",,AI Business Intelligence agent. Get actionable insights in minutes.,https://camelai.com/,Active,3
Spark,W24,B2B,,AI-powered workflows for energy infrastructure,https://www.sparkhq.ai,Active,5
Downlink,W24,"B2B, Infrastructure",,Make your LLMs 3x faster.,https://downlink.dev/,Active,1
Terrakotta,W24,"B2B, Sales",,AI platform for phone-first sellers,https://www.terrakotta.ai/,Active,5
Stacksync,W24,"B2B, Engineering, Product and Design",,Real-time and two-way sync between CRMs and Databases,https://www.stacksync.com/,Active,9
Hatchet,W24,"B2B, Infrastructure",,Background task orchestration and visibility,https://hatchet.run,Active,7
Shepherd,W24,Education,,Every student's personalized learning assistant,https://www.shepherd.study,Active,5
Sonauto,W24,"Consumer, Content",,Create hit songs with AI,https://sonauto.ai/,Active,4
BiteSight,W24,"Consumer, Social",,The video-first food delivery app. Imagine TikTok meets DoorDash.,http://bitesight.com,Active,4
Velorum Therapeutics,W24,"Healthcare, Therapeutics",,Breakthrough medicines unlocking the biology of heme,https://www.velorumtx.com/,Active,5
Zep AI,W24,B2B,,Agent Context Is Hard. We Fixed It.,https://www.getzep.com/,Active,5
Openmart,W24,B2B,,Local business data intelligence platform,https://www.openmart.com,Active,6
Triply,W24,"B2B, Operations",,Operating system for travel businesses in Africa with embedded finance,https://business.triply.co/,Active,18
Deep24,W24,Education,,AI coach for your entire life,https://deep24.com,Active,2
Thorntale,W24,"B2B, Productivity",,"The world's best presentation editor, powered by AI.",https://thorntale.com,Active,2
Alai,W24,B2B,,Create high quality presentations quickly using AI,https://getalai.com,Active,5
Lumetric,W24,B2B,,The AI Analyst to Review Your Spreadsheets,https://www.lumetric.ai,Active,2
Sample,W24,"Healthcare, Healthcare IT",,Flexible systems for clinical reasoning.,https://samplehc.com,Active,5
Brainbase Labs,W24,B2B,,The AI Labor Company,https://brainbaselabs.com,Active,5
Focal,W24,"Consumer, Content",,AI video creation tool for TV shows and movies,https://focalml.com,Active,2
Givefront,W24,"Fintech, Banking and Exchange",,Nonprofit Financial Management,https://givefront.com,Active,4
Cleva,W24,Fintech,,USD banking platform for Africa,https://www.getcleva.com,Active,30
Oma Care,W24,"Healthcare, Healthcare Services",,Get paid for taking care of your parents.,https://www.omacare.com,Active,2
Ligo Biosciences,S24,"Healthcare, Industrial Bio",,Enzyme design models.,https://www.ligo.bio,Active,4
Artos,W24,B2B,,"Authoring documents for life sciences in minutes, not months.",https://www.artosai.com/,Active,7
Model ML,W24,B2B,,AI Workspace for Financial Services.,https://www.modelml.com/,Active,80
BetterBasket,W24,"B2B, Analytics",,Smart grocery pricing with AI,http://www.betterbasket.com,Active,5
Circleback,W24,"B2B, Productivity",,AI-powered meeting notes and automations,https://circleback.ai,Active,8
JustAI,W24,"B2B, Marketing",,Agentic Marketing Platform,https://getjust.ai,Active,5
ACX,S24,"Healthcare, Industrial Bio",,Next-generation biocides for sustainable agriculture at scale,https://www.acxtherapeutics.com/,Active,4
Risotto,W24,"B2B, Operations",,Risotto auto-solves IT support requests using AI,https://tryrisotto.com,Active,3
DianaHR,W24,"B2B, Human Resources",,An AI-Powered HR Person,http://www.dianahr.ai,Active,3
HeartByte,W24,"Consumer, Content",,GenAI Interactive story. Creator write fictions 10x faster.,https://www.storioai.com,Active,2
Yondu,W24,"Industrials, Manufacturing and Robotics",,Robots to Automate Fulfillment,https://yondu.ai/,Active,12
Raindrop,W24,"B2B, Engineering, Product and Design",,Sentry for AI Agents,https://www.raindrop.ai,Active,6
Chunkr,W24,"B2B, Engineering, Product and Design",,Open source API service to parse complex documents,https://chunkr.ai/,Active,3
Centauri AI,W24,"Fintech, Asset Management",,The Modern ETL and Data Science Platform for Finance,https://centauri-ai.tech,Active,5
ProSights,W24,"B2B, Productivity",,ProSights is an AI-native data extraction tool for financial…,https://prosights.co/,Active,14
Manifold Freight,W24,"B2B, Supply Chain and Logistics",,Aggregating Spot Freight Opportunities for Carriers,https://www.manifoldfreight.com/,Active,3
EdgeTrace,W24,B2B,,Describe It. Find It. Act On It.,https://edgetrace.ai,Active,4
Clarum,W24,"B2B, Finance and Accounting",,"Investment Due Diligence & Research, Accelerated by AI.",https://clarum.ai,Active,3
Opencall.ai,W24,B2B,,AI Workforce for Services Businesses,https://opencall.ai,Active,9
Voicepanel,W24,"B2B, Analytics",,AI agents for customer research,https://voicepanel.com,Active,3
Abel,W24,"B2B, Legal",,Transforming document review for litigation teams,https://www.tryabel.com,Active,2
OffDeal,W24,B2B,,AI-native investment bank for small businesses,https://offdeal.io,Active,15
Delve,W24,"B2B, Security",,AI that makes compliance effortless,https://delve.co/?utm_source=yc&utm_medium=bio&utm_campaign=delve,Active,45
Andy AI,W24,"Healthcare, Healthcare IT",,Faster clinical documentation for home health nurses,https://with-andy.com,Active,5
Hazel,W24,Government,,AI-enabled procurement for government,https://hazelai.com,Active,5
Shiboleth,W24,"B2B, Security",,Shiboleth automates lending compliance for financial institutions…,https://www.shiboleth.ai/,Active,5
Aftercare,W24,B2B,,Conversational AI surveys with intelligent follow-up questions,https://getaftercare.com,Active,3
Soundry AI,W24,"Consumer, Content",,Professional Quality AI Music Creation,https://soundry.ai/,Active,3
Elodin,W24,"Industrials, Aviation and Space",,Unified flight software and hardware for the mission of tomorrow,https://elodin.systems/,Active,5
Conduit,W24,B2B,,Conversational AI agents for Customer Service.,https://conduit.ai/?utm_source=referral&utm_medium=organic&utm_campaign=ycombinator,Active,18
Trieve,W24,"B2B, Infrastructure",,"All-in-one API for search, RAG, & recommendations",https://trieve.ai,Active,7
Tensorfuse,W24,"B2B, Engineering, Product and Design",,Run serverless GPUs on your own cloud,https://www.tensorfuse.io/,Active,2
Toma,W24,"B2B, Operations",,AI for Underserved Industries,http://www.toma.com/,Active,20
Carma,W24,"B2B, Operations",,The AI Operating System For Modern Fleets.,https://www.joincarma.com/,Active,15
Preloop,W24,"B2B, Engineering, Product and Design",,Translate your experimental scripts into production ML services,https://www.preloop.com,Active,2
Superagent,W24,"B2B, Security",,Red teaming for AI agents,https://superagent.sh/,Active,2
Bilanc,W24,"B2B, Engineering, Product and Design",,AI-Powered Engineering Productivity,https://www.bilanc.co,Active,3
Sagaland,W24,Consumer,,Interactive Fiction,https://sagaland.ai,Active,2
Browser Buddy,W24,"Consumer, Content",,A recommendation system for great Internet writing,https://www.browserbuddy.com/,Active,2
Astro Mechanica,W24,"Industrials, Aviation and Space",,Supersonics for the new Jet Age,https://astromecha.co/,Active,52
CodeAnt AI,W24,"B2B, Engineering, Product and Design",,AI Code Health Platform,https://codeant.ai/,Active,10
Draftaid,W24,"B2B, Engineering, Product and Design",,Go from 3D models to CAD drawings using AI,https://draftaid.io/,Active,3
Metofico,W24,"B2B, Engineering, Product and Design",,No Code Data Analysis for Life Science Research,https://metofico.com/,Active,2
Ellipsis,W24,"B2B, Engineering, Product and Design",,AI code reviews & bug fixes,https://ellipsis.dev,Active,2
Dime,W24,B2B,,Dime automates administrative busywork at healthcare clinics,https://www.dimehealth.ai/,Active,5
Solari AI,W24,"B2B, Engineering, Product and Design",,Gives non-technical team members agents that work right out of the box,https://www.usesolari.ai/,Active,1
Pythagora,W24,"B2B, Engineering, Product and Design",,Worlds first all-in-one AI development platform.,https://pythagora.ai/,Active,7
Wuri,W24,"Consumer, Content",,"App to read fiction stories as visual novels with images, videos,…",https://www.wuri.in/,Active,7
Open,W24,"B2B, Engineering, Product and Design",,Enterprise AI customer support,https://open.cx,Active,7
Aedilic,W24,"B2B, Security",,Open-Source AI-generated image/deepfake detection,https://www.nonescape.com,Active,2
Salvy,W24,"B2B, Operations",,Mobile carrier for businesses in Brazil,https://www.salvy.com.br,Active,27
Centralize,W24,"B2B, Sales",,The AI-powered deal collaboration platform for high ACV revenue teams,https://www.usecentralize.com/,Active,6
phospho,W24,B2B,,Give brains to robots,https://phospho.ai,Active,2
crmCopilot,W24,"B2B, Sales",,Give Salesforce the AI upgrade it deserves,https://www.crmcopilot.co?utm_source=yc,Active,2
Resonance,W24,"B2B, Marketing",,Self-improving content bank for marketing,https://www.useresonance.com/,Active,2
Firebender,W24,"B2B, Engineering, Product and Design",,Most powerful coding agent for Android engineers,https://firebender.com,Active,5
Aether,W24,"B2B, Engineering, Product and Design",,AI sales platform for home services,https://www.tryaether.co/,Active,8
Fuse,S24,Healthcare,,AI helpers for patient intake and benefits checks,http://www.fuseinsight.com,Active,3
Parallel,W24,"Healthcare, Healthcare IT",,AI agents for healthcare admin,https://www.beparallel.com/?utm_source=ycombinator&utm_medium=directory,Active,6
Vibrant Labs,W24,"B2B, Infrastructure",,RL environments for long horizon AI Agents,https://vibrantlabs.com/,Active,2
sync.,W24,B2B,,AI lipsync tool for video content creators,https://sync.so/,Active,13
PandasAI,W24,"B2B, Analytics",,PandasAI is an open-source conversational data analysis platform with…,https://pandas-ai.com,Active,3
Infinity,W24,"Fintech, Payments",,Business banking for cross-border SMBs & Startups,https://www.infinityapp.in/,Active,15
InQuery,W24,"Healthcare, Healthcare IT",,Intelligent Medical Record Reviews,https://www.inquery.ai/,Active,4
14.ai,W24,"B2B, Infrastructure",,AI Customer Service Agency for Your B2C Business,https://14.ai,Active,3
Tamarind Bio,W24,B2B,,AI Inference Platform for Drug Discovery,https://www.tamarind.bio,Active,10
Clarion,W24,"Healthcare, Healthcare IT",,The AI communication layer for healthcare,https://clarionhealth.com,Active,14
Consul,W24,"Fintech, Payments",,The Stablecoin Payouts Platform,https://onconsul.com,Active,2
Scout,W24,"B2B, Retail",,AI insights for consumer products,https://cpgscout.ai/,Active,3
Toolify,W24,"B2B, Engineering, Product and Design",,Build internal tools with AI,https://toolify.sh,Active,2
Decipher AI,W24,"B2B, Engineering, Product and Design",,QA agents that write tests 10x faster with zero maintenance,https://getdecipher.com,Active,4
LemonSlice,W24,B2B,,Give your voice agents a face,https://www.lemonslice.com,Active,8
Pillar,W24,"B2B, Engineering, Product and Design",,Your App's Copilot,https://trypillar.com/,Active,
Speck,W24,"B2B, Productivity",,AI Notetaker that automates all your admin work,https://speck.sh,Active,3
Guide Labs,W24,B2B,,Interpretable AI models and agents,https://www.guidelabs.ai/,Active,9
Central,S24,"B2B, Human Resources",,"Payroll, benefits, state compliance & other bullsh*t for startups",https://centralhq.com,Active,15
OmniAI,W24,"B2B, Finance and Accounting",,AI Agents for Commercial Lending,https://getomni.ai,Active,5
Respan,W24,"B2B, Infrastructure",,"Self-driving observability, evals, and gateway for AI agents",https://respan.ai,Active,10
PromptArmor,W24,"B2B, Security",,LLM Security and Compliance,https://promptarmor.com/,Active,
Zaymo,W24,"B2B, Marketing",,Interactive email builder for ecommerce brands,https://zaymo.com,Active,11
Glimmer,W24,B2B,,AI search for massive PDFs,https://www.withglimmer.com/,Active,2
Celest,W24,"B2B, Infrastructure",,The Vercel of Flutter,https://celest.dev,Active,1
Meticulate,W24,B2B,,Making it easy for B2B sales teams to send stellar outbound,https://meticulate.ai/,Active,5
StarJar,W24,B2B,,Starjar automates inbound document processing workflows for hospitals,https://www.starjar.io/,Active,11
CloudCruise,W24,B2B,,The developer platform for fast and reliable browser agents,https://cloudcruise.com,Active,3
Attunement,W24,Healthcare,,"We automate compliance for behavioral health, saving clinicians hours…",http://attunement.ai,Active,3
Lucite,W24,B2B,,Supercharging Insurance Brokers & Advisors,https://www.lucite.ai/,Active,4
Selera Medical,W24,"Healthcare, Medical Devices",,"One-time, device-based treatment for heart failure",http://www.seleramedical.com,Active,2
OneGrep,W24,"B2B, Engineering, Product and Design",,AI Agent for DevOps Workflow Automation,https://www.onegrep.dev,Active,2
Engines,W24,"B2B, Infrastructure",,Setup any repo with one command,https://engines.dev,Active,2
Tusk,W24,"B2B, Engineering, Product and Design",,AI agent that generates unit and integration tests,https://usetusk.ai,Active,4
